DEPARTURES_SCHEDULED	DEPARTURES_PERFORMED	PAYLOAD	SEATS	PASSENGERS	FREIGHT	MAIL	DISTANCE	RAMP_TO_RAMP	AIR_TIME	UNIQUE_CARRIER	AIRLINE_ID	UNIQUE_CARRIER_NAME	UNIQUE_CARRIER_ENTITY	REGION	CARRIER	CARRIER_NAME	CARRIER_GROUP	CARRIER_GROUP_NEW	ORIGIN_AIRPORT_ID	ORIGIN_AIRPORT_SEQ_ID	ORIGIN_CITY_MARKET_ID	ORIGIN	ORIGIN_CITY_NAME	ORIGIN_STATE_ABR	ORIGIN_STATE_FIPS	ORIGIN_STATE_NM	ORIGIN_COUNTRY	ORIGIN_COUNTRY_NAME	ORIGIN_WAC	DEST_AIRPORT_ID	DEST_AIRPORT_SEQ_ID	DEST_CITY_MARKET_ID	DEST	DEST_CITY_NAME	DEST_STATE_ABR	DEST_STATE_FIPS	DEST_STATE_NM	DEST_COUNTRY	DEST_COUNTRY_NAME	DEST_WAC	AIRCRAFT_GROUP	AIRCRAFT_TYPE	AIRCRAFT_CONFIG	YEAR	QUARTER	MONTH	DISTANCE_GROUP	CLASS	DATA_SOURCE
116	102	4625110	18258	16681	61204	25402	1379	22592	19536	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	12266	1226603	31453	IAH	Houston, TX	TX	48	Texas	US	United States	74	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	888	1	2024	1	1	3	F	DU
264	264	4878224	19170	16681	0	0	308	20226	14078	OO	20304	SkyWest Airlines Inc.	6700	D	OO	SkyWest Airlines Inc.	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	14831	1483106	32457	SJC	San Jose, CA	CA	6	California	US	United States	91	6	673	1	2024	1	2	1	F	DU
0	75	4724931	21825	16680	312354	0	4278	0	0	AZ	19539	Italia Transporto Aereo S.P.A DBA ITA S.P.A	9450A	I	AZ	Italia Transporto Aereo S.P.A DBA ITA S.P.A	0	0	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	11651	1165102	31000	FCO	Rome, Italy				IT	Italy	450	6	824	1	2024	4	10	9	F	IF
115	115	5681000	18285	16680	35763	0	2343	32609	29895	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	699	1	2024	2	4	5	F	DU
109	108	5475600	20421	16679	604	0	1747	25235	22678	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12889	1288904	32211	LAS	Las Vegas, NV	NV	32	Nevada	US	United States	85	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	3	8	4	F	DU
115	112	4433300	19264	16676	8548	534	1258	24767	21044	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	614	1	2024	1	1	3	F	DU
121	121	6142300	22990	16676	12119	0	449	12475	8903	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	699	1	2024	4	10	1	F	DU
127	127	6273800	20193	16675	0	0	2586	40294	37062	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	4	11	6	F	DU
55	54	5603509	19644	16669	878579	21161	2419	16250	14479	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	12264	1226402	30852	IAD	Washington, DC	VA	51	Virginia	US	United States	38	6	627	1	2024	3	9	5	F	DU
92	92	5976412	17847	16668	36238	2559	1549	22175	18324	DL	19790	Delta Air Lines Inc.	10260	L	DL	Delta Air Lines Inc.	3	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	14739	1473905	32105	SDQ	Santo Domingo, Dominican Republic				DO	Dominican Republic	224	6	721	1	2024	3	8	4	F	IU
94	94	4718800	18424	16668	40758	1670	2125	25592	22791	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	721	1	2024	4	12	5	F	DU
115	118	5792620	21032	16668	32941	118	692	14513	10784	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13198	1319801	33198	MCI	Kansas City, MO	MO	29	Missouri	US	United States	64	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	1	1	2	F	DU
142	141	5812200	22770	16668	0	0	1035	25950	21866	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	14027	1402702	34027	PBI	West Palm Beach/Palm Beach, FL	FL	12	Florida	US	United States	33	6	694	1	2024	1	1	3	F	DU
152	150	5190000	21450	16666	13722	0	787	18087	15526	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	10821	1082106	30852	BWI	Baltimore, MD	MD	24	Maryland	US	United States	35	6	612	1	2024	4	12	2	F	DU
45	113	5206200	20114	16665	20462	0	867	17231	13421	AS	19930	Alaska Airlines Inc.	6031	D	AS	Alaska Airlines Inc.	3	3	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	US	United States	93	12889	1288904	32211	LAS	Las Vegas, NV	NV	32	Nevada	US	United States	85	6	888	1	2024	4	10	2	F	DU
93	93	4668600	18228	16665	100363	13054	2608	31905	28995	AA	19805	American Airlines Inc.	10050	L	AA	American Airlines Inc.	3	3	12986	1298603	32986	LIM	Lima, Peru				PE	Peru	368	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	721	1	2024	4	12	6	F	IU
0	65	5273809	18919	16664	299693	0	4278	0	0	AZ	19539	Italia Transporto Aereo S.P.A DBA ITA S.P.A	9450A	I	AZ	Italia Transporto Aereo S.P.A DBA ITA S.P.A	0	0	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	11651	1165102	31000	FCO	Rome, Italy				IT	Italy	450	6	824	1	2024	2	6	9	F	IF
93	93	4715100	17604	16664	21400	0	1117	15399	13162	DL	19790	Delta Air Lines Inc.	10260	L	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13180	1318002	33180	MBJ	Montego Bay, Jamaica				JM	Jamaica	243	6	699	1	2024	2	5	3	F	IU
113	112	5498080	20158	16664	19367	0	689	13405	10052	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	US	United States	93	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	US	United States	87	6	888	1	2024	4	12	2	F	DU
126	114	4719600	18468	16660	0	0	1069	21310	17019	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	US	United States	33	6	694	1	2024	3	8	3	F	DU
122	120	4737900	20640	16659	3089	0	986	21522	17849	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	US	United States	43	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	614	1	2024	1	3	2	F	DU
101	99	4859910	17460	16657	1015	0	515	9484	7398	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14635	1463502	31714	RSW	Fort Myers, FL	FL	12	Florida	US	United States	33	6	888	1	2024	2	6	2	F	DU
102	102	4488448	18258	16657	7335	4366	888	16624	13251	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	6	888	1	2024	2	6	2	F	DU
106	106	4550300	18232	16655	3050	0	192	7496	4207	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	838	1	2024	1	2	1	F	DU
116	114	5631600	18126	16653	9695	0	2611	38513	35114	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	6	699	1	2024	3	8	6	F	DU
107	107	5330320	21262	16652	8483	0	444	9139	6905	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14986	1498603	34986	SRQ	Sarasota/Bradenton, FL	FL	12	Florida	US	United States	33	6	622	1	2024	4	11	1	F	DU
111	111	5448990	19976	16651	467	0	695	14307	11536	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10693	1069302	30693	BNA	Nashville, TN	TN	47	Tennessee	US	United States	54	13487	1348702	31650	MSP	Minneapolis, MN	MN	27	Minnesota	US	United States	63	6	888	1	2024	3	8	2	F	DU
166	165	5709000	23595	16651	6107	0	369	12966	10580	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	10800	1080003	32575	BUR	Burbank, CA	CA	6	California	US	United States	91	6	612	1	2024	3	9	1	F	DU
187	187	5591300	20565	16651	9646	3202	226	13842	8563	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	608	1	2024	1	1	1	F	DU
119	119	4712600	20468	16649	2682	0	569	12357	9359	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	10140	1014005	30140	ABQ	Albuquerque, NM	NM	35	New Mexico	US	United States	86	6	614	1	2024	3	8	2	F	DU
0	93	4418157	17244	16648	0	0	1094	0	0	RV	21610	Air Canada rouge LP	71139	I	RV	Air Canada rouge LP	0	0	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	16271	1627103	36106	YYZ	Toronto, Canada	ON		Ontario	CA	Canada	936	6	699	1	2024	1	3	3	F	IF
126	127	5324700	20214	16648	787	0	859	19719	16565	AS	19930	Alaska Airlines Inc.	6031	D	AS	Alaska Airlines Inc.	3	3	14908	1490803	32575	SNA	Santa Ana, CA	CA	6	California	US	United States	91	14057	1405702	34057	PDX	Portland, OR	OR	41	Oregon	US	United States	92	6	614	1	2024	4	12	2	F	DU
128	102	4707000	18156	16647	9073	0	1660	26081	22467	AS	19930	Alaska Airlines Inc.	6031	D	AS	Alaska Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	US	United States	93	6	888	1	2024	3	7	4	F	DU
276	276	4941316	20028	16646	0	0	308	22246	14463	OO	20304	SkyWest Airlines Inc.	6700	D	OO	SkyWest Airlines Inc.	3	3	14831	1483106	32457	SJC	San Jose, CA	CA	6	California	US	United States	91	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	673	1	2024	1	1	1	F	DU
103	102	5007180	17951	16645	4242	0	444	9644	7210	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14986	1498603	34986	SRQ	Sarasota/Bradenton, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	2	6	1	F	DU
106	106	5203540	19073	16644	5043	0	337	8859	5935	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	888	1	2024	3	9	1	F	DU
0	54	6071036	17172	16640	1939348	0	3643	0	0	KL	19551	Klm Royal Dutch Airlines	9461A	I	KL	Klm Royal Dutch Airlines	0	0	10292	1029202	30292	AMS	Amsterdam, Netherlands				NL	Netherlands	461	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	6	837	1	2024	3	7	8	F	IF
110	110	5604800	20900	16640	4248	0	257	7494	4627	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	14524	1452401	34524	RIC	Richmond, VA	VA	51	Virginia	US	United States	38	6	699	1	2024	4	12	1	F	DU
93	92	4664400	17409	16639	31174	4161	1671	20144	17957	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	US	United States	43	6	699	1	2024	2	5	4	F	DU
111	111	5669900	21090	16638	6356	28553	599	12550	9293	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	699	1	2024	2	4	2	F	DU
113	112	5771100	21280	16638	2919	3585	1440	25497	22118	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	6	699	1	2024	1	1	3	F	DU
93	93	4668600	18228	16637	141968	6817	2608	32184	29459	AA	19805	American Airlines Inc.	10050	L	AA	American Airlines Inc.	3	3	12986	1298603	32986	LIM	Lima, Peru				PE	Peru	368	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	721	1	2024	4	10	6	F	IU
0	113	3638837	18194	16636	0	0	1337	0	0	CM	19770	Compania Panamena (Copa)	9162C	I	CM	Compania Panamena (Copa)	0	0	14286	1428602	34286	PTY	Panama City, Panama				PA	Panama	162	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	614	1	2024	1	1	3	F	IF
129	122	4262760	18300	16636	655	0	733	18709	13472	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	12953	1295304	31703	LGA	New York, NY	NY	36	New York	US	United States	22	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	6	694	1	2024	3	8	2	F	DU
159	160	5536000	22880	16635	10723	0	628	16525	13223	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	12889	1288904	32211	LAS	Las Vegas, NV	NV	32	Nevada	US	United States	85	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	6	612	1	2024	4	12	2	F	DU
0	107	4405548	19257	16631	4044	0	1894	0	0	TA	19574	Taca International Airlines	9118B	I	TA	Taca International Airlines	0	0	12264	1226402	30852	IAD	Washington, DC	VA	51	Virginia	US	United States	38	14677	1467705	34677	SAL	San Salvador, El Salvador				SV	El Salvador	118	6	694	1	2024	2	6	4	F	IF
107	107	5252630	18826	16630	1220	0	554	11471	8852	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11042	1104205	30647	CLE	Cleveland, OH	OH	39	Ohio	US	United States	44	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	4	12	2	F	DU
116	118	5792620	21107	16629	16104	670	692	15368	12666	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13198	1319801	33198	MCI	Kansas City, MO	MO	29	Missouri	US	United States	64	6	888	1	2024	1	1	2	F	DU
118	118	5792620	20733	16627	2080	0	153	5882	3450	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11996	1199603	31871	GSP	Greer, SC	SC	45	South Carolina	US	United States	37	6	888	1	2024	4	10	1	F	DU
0	62	4277768	20956	16624	86988	0	3470	0	0	Z0	22109	Norse Atlantic UK Ltd	71273	I	Z0	Norse Atlantic UK Ltd	0	0	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	12966	1296608	30730	LGW	London, United Kingdom				GB	United Kingdom	493	6	889	1	2024	3	8	7	F	IF
0	113	3638837	18194	16624	0	0	1337	0	0	CM	19770	Compania Panamena (Copa)	9162C	I	CM	Compania Panamena (Copa)	0	0	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	14286	1428602	34286	PTY	Panama City, Panama				PA	Panama	162	6	614	1	2024	1	1	3	F	IF
85	80	4939200	18720	16624	95237	0	2139	23439	21078	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	6	623	1	2024	3	8	5	F	DU
117	116	4599300	19952	16624	17983	6263	1121	22074	18696	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	614	1	2024	4	11	3	F	DU
97	94	4765800	17804	16623	14152	268	1276	16629	14711	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	13487	1348702	31650	MSP	Minneapolis, MN	MN	27	Minnesota	US	United States	63	6	699	1	2024	1	3	3	F	DU
99	95	4818600	18049	16623	10440	0	1616	20924	18372	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14057	1405702	34057	PDX	Portland, OR	OR	41	Oregon	US	United States	92	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	699	1	2024	2	4	4	F	DU
109	106	4600400	18550	16622	29776	0	1521	21226	19082	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	12889	1288904	32211	LAS	Las Vegas, NV	NV	32	Nevada	US	United States	85	13232	1323202	30977	MDW	Chicago, IL	IL	17	Illinois	US	United States	41	6	614	1	2024	2	5	4	F	DU
123	121	5749071	21296	16622	31736	0	2704	40118	36410	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	6	622	1	2024	4	12	6	F	DU
124	119	4692500	20468	16622	29	0	175	7692	4065	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13851	1385103	33851	OKC	Oklahoma City, OK	OK	40	Oklahoma	US	United States	73	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	614	1	2024	2	6	1	F	DU
117	116	4589000	19952	16619	36097	12162	1089	21413	17439	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	614	1	2024	2	4	3	F	DU
107	107	4854393	19153	16617	6631	3233	862	15845	12692	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	888	1	2024	4	12	2	F	DU
115	115	4545700	19780	16616	1127	0	575	12357	9371	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	15016	1501606	31123	STL	St. Louis, MO	MO	29	Missouri	US	United States	64	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	614	1	2024	2	4	2	F	DU
108	108	5519000	20520	16615	3218	0	366	9718	6805	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14122	1412202	30198	PIT	Pittsburgh, PA	PA	42	Pennsylvania	US	United States	23	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	699	1	2024	4	11	1	F	DU
106	103	4070200	17716	16614	8972	0	1061	20286	17061	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14492	1449202	34492	RDU	Raleigh/Durham, NC	NC	37	North Carolina	US	United States	36	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	614	1	2024	4	12	3	F	DU
117	118	4809560	18879	16614	6994	3484	1107	20067	16084	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	US	United States	93	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	6	614	1	2024	4	12	3	F	DU
120	116	5730400	18444	16614	0	0	2586	44638	39411	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	6	699	1	2024	3	8	6	F	DU
123	122	5988980	21672	16614	16292	0	321	9070	6421	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14730	1473004	33044	SDF	Louisville, KY	KY	21	Kentucky	US	United States	52	6	888	1	2024	3	8	1	F	DU
0	57	5996177	18016	16613	1744750	0	7260	0	0	CX	19779	Cathay Pacific Airways Ltd.	9729A	I	CX	Cathay Pacific Airways Ltd.	0	0	12143	1214303	32126	HKG	Hong Kong, Hong Kong				HK	Hong Kong	729	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	637	1	2024	1	1	15	F	IF
92	93	4715100	17640	16613	17174	0	1587	22128	19760	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	6	699	1	2024	4	10	4	F	DU
104	97	4917900	18350	16613	13312	4135	1481	19786	17368	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	US	United States	87	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	US	United States	43	6	699	1	2024	3	7	3	F	DU
119	117	4618800	20124	16612	1952	0	469	11200	8393	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	13256	1325603	33256	MFE	Mission/McAllen/Edinburg, TX	TX	48	Texas	US	United States	74	6	614	1	2024	1	3	1	F	DU
106	104	5105360	18207	16611	1360	0	250	7467	4558	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	15624	1562404	31504	VPS	Valparaiso, FL	FL	12	Florida	US	United States	33	6	888	1	2024	2	5	1	F	DU
89	89	5781529	17264	16604	69612	1394	2182	24890	22085	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	US	United States	93	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	721	1	2024	3	8	5	F	DU
128	127	5015600	21844	16603	4404	529	204	8094	4956	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	15304	1530402	33195	TPA	Tampa, FL	FL	12	Florida	US	United States	33	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	614	1	2024	2	5	1	F	DU
0	58	8576445	29727	16600	973821	0	3819	0	0	NH	19791	All Nippon Airways Co.	9736A	I	NH	All Nippon Airways Co.	0	0	13744	1374408	32169	NRT	Tokyo, Japan				JP	Japan	736	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	8	882	1	2024	1	2	8	F	IF
115	115	5645350	20117	16600	380	0	366	8425	6326	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11252	1125203	31252	DAB	Daytona Beach, FL	FL	12	Florida	US	United States	33	6	888	1	2024	2	4	1	F	DU
113	114	5631600	18126	16599	0	0	2586	42751	38642	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	6	699	1	2024	4	10	6	F	DU
118	118	4645800	18432	16599	0	0	937	19249	15334	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	11618	1161802	31703	EWR	Newark, NJ	NJ	34	New Jersey	US	United States	21	6	694	1	2024	4	11	2	F	DU
0	109	4512367	19620	16596	6406	0	1894	0	0	TA	19574	Taca International Airlines	9118B	I	TA	Taca International Airlines	0	0	12264	1226402	30852	IAD	Washington, DC	VA	51	Virginia	US	United States	38	14677	1467705	34677	SAL	San Salvador, El Salvador				SV	El Salvador	118	6	694	1	2024	3	8	4	F	IF
114	111	4380900	19092	16596	553	3374	1103	18227	14345	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	10423	1042302	30423	AUS	Austin, TX	TX	48	Texas	US	United States	74	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	614	1	2024	1	3	3	F	DU
